paperID,studyID,cond,effType,measure,comparison,indSamp,pubStat,studySample,domain,typeCoOcc,numCoOcc,supralim,typeRelational,sourceRelational,coOccRelOrder,depend,expImpOrder,impMeasure,eval,withinBetween,effSource,effOrig,effFinal,N1,N2,N,effFinalG,varD,J,varG
Bading_2020,1,NA,impDB,Implicit,DB,"A-B & D-C, A-C & D-B",Published,Students,Novel social groups,Sounds,20,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Implicit Association Test,Evaluative,Within,t statistic,"t(31) = 2.29, p = .015",0.41,32,NA,32,0.399663866,0.033876563,0.975806452,0.032257203
Bading_2020,1,NA,impDC,Implicit,DC,"A-B & D-C, A-C & D-B",Published,Students,Novel social groups,Sounds,20,1,Causal information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Implicit Association Test,Evaluative,Within,t statistic,"t(31) = -1.98, p = .028",-0.36,32,NA,32,-0.35092437,0.033275,0.975806452,0.031684396
Berry_2019,1,NA,expDC,Explicit,DC,"C, D",Published,Students,Known concepts,Statements,40,1,Validity information,Language,Simultaneous,Relational modifies co-occurrence,Implicit first,Go/No-Go Association Task,Evaluative,Between,Effect size,"bt(96) = 1.78, p = .08, d = 0.36",0.36,49,49,98,0.357180157,0.041477551,0.9921875,0.040831996
Berry_2019,1,NA,impDC,Implicit,DC,"C, D",Published,Students,Known concepts,Statements,40,1,Validity information,Language,Simultaneous,Relational modifies co-occurrence,Implicit first,Go/No-Go Association Task,Evaluative,Between,Mean and SD,"M[2] = -0.30, SD = 1.06, N = 48; M[1] = -0.11, SD = 0.98, N = 50",-0.17,48,50,98,-0.168668407,0.040980782,0.9921875,0.040342959
Boucher_2012,1,Highly Salient,expAB,Explicit,AB,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 91) = 72.94, p < .001, eta squared = .450",1.79,46.5,46.5,93,1.775206612,0.060237097,0.991758242,0.059248269
Boucher_2012,1,Highly Salient,expDC,Explicit,DC,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 89) = 57.59, p < .001, eta squared = .398",1.61,45.5,45.5,91,1.596394366,0.058198352,0.991573034,0.057221613
Boucher_2012,1,Highly Salient,impAB,Implicit,AB,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 42) = 9.66, p = .003, eta squared = .187",0.96,22,22,44,0.942754491,0.101381818,0.982142857,0.097793367
Boucher_2012,1,Highly Salient,impDC,Implicit,DC,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 36) = 10.20, p = .003, eta squared = .221",1.06,19,19,38,1.037762238,0.120047368,0.979166667,0.115097499
Boucher_2012,1,Less Salient,expAB,Explicit,AB,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 91) = 72.94, p < .001, eta squared = .450",1.79,46.5,46.5,93,1.775206612,0.060237097,0.991758242,0.059248269
Boucher_2012,1,Less Salient,expDC,Explicit,DC,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 89) = 57.59, p < .001, eta squared = .398",1.61,45.5,45.5,91,1.596394366,0.058198352,0.991573034,0.057221613
Boucher_2012,1,Less Salient,impAB,Implicit,AB,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 50) = 10.14, p = .002, eta squared = .169",0.9,26,26,52,0.886432161,0.084711538,0.985,0.082189252
Boucher_2012,1,Less Salient,impDC,Implicit,DC,"A, B, C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 48) = 0.51, p = .48, eta squared = .011",0.21,25,25,50,0.206701571,0.080441,0.984375,0.077946858
Boucher_2012,2,Highly Salient/Distraction,expDC,Explicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 105) = 8.89, p < .005, eta squared = .079",0.58,53.5,53.5,107,0.575847255,0.03895514,0.992857143,0.038400626
Boucher_2012,2,Highly Salient/Distraction,impDC,Implicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 53) = 0.99",0.27,27.5,27.5,55,0.266161137,0.07339,0.985849057,0.071327621
Boucher_2012,2,Highly Salient/No Distraction,expDC,Explicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 112) = 587.78, p < .001, eta squared = .843",4.58,57,57,114,4.549261745,0.127089474,0.993303571,0.125393081
Boucher_2012,2,Highly Salient/No Distraction,impDC,Implicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 55) = 16.64, p = .001, eta squared = .232",1.1,28.5,28.5,57,1.084931507,0.080789474,0.986363636,0.078601147
Boucher_2012,2,Less Salient/Distraction,expDC,Explicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 105) = 8.89, p < .005, eta squared = .079",0.58,53.5,53.5,107,0.575847255,0.03895514,0.992857143,0.038400626
Boucher_2012,2,Less Salient/Distraction,impDC,Implicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 53) = 0.99",0.27,27.5,27.5,55,0.266161137,0.07339,0.985849057,0.071327621
Boucher_2012,2,Less Salient/No Distraction,expDC,Explicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 112) = 587.78, p < .001, eta squared = .843",4.58,57,57,114,4.549261745,0.127089474,0.993303571,0.125393081
Boucher_2012,2,Less Salient/No Distraction,impDC,Implicit,DC,"C, D",Published,Students,Novel individuals,Statements,50,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 55) = 0.01, p = .99, eta squared = .000",0.03,28.5,28.5,57,0.029589041,0.070183333,0.986363636,0.068282293
Boucher_2012,3,NA,expAC,Explicit,AC,"A, B, C, D",Published,Students,Novel individuals,Statements,25,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 32) = 51.12, p < .001, eta squared = .609",2.53,17,17,34,2.47023622,0.211777941,0.9765625,0.201967183
Boucher_2012,3,NA,expDB,Explicit,DB,"A, B, C, D",Published,Students,Novel individuals,Statements,25,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 33) = 18.75, p < .001, eta squared = .241",1.51,17.5,17.5,35,1.475419847,0.146858571,0.977272727,0.140259039
Boucher_2012,3,NA,impAC,Implicit,AC,"A, B, C, D",Published,Students,Novel individuals,Statements,25,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 32) = 4.41, p < .05, eta squared = .121",0.74,17,17,34,0.722519685,0.1257,0.9765625,0.119876862
Boucher_2012,3,NA,impDB,Implicit,DB,"A, B, C, D",Published,Students,Novel individuals,Statements,25,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 33) = 3.35, p < .08, eta squared = .063",0.64,17.5,17.5,35,0.625343511,0.120137143,0.977272727,0.114738418
Boucher_2012,4,NA,expDC,Explicit,DC,NA,Published,Students,Novel individuals,Statements,24,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Within,F statistic,"F(1, 98) = 4.10, p = .05, eta squared = .040",0.2,99,NA,99,0.198449612,0.01030303,0.992346939,0.010145934
Boucher_2012,4,NA,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Statements,24,1,Validity information,Language,"Co-occurrence first, relational immediately after",Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Within,F statistic,"F(1, 98) = 3.20, p = .08, eta squared = .031",0.18,99,NA,99,0.178604651,0.010264646,0.992346939,0.010108136
Carraro_2010,1,NA,expAB,Explicit,AB,"A-C, D-B",Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 126) = 43.23, p < .001",1.17,64,64,128,1.163021869,0.036597266,0.994047619,0.036162881
Carraro_2010,1,NA,expAC,Explicit,AC,"A-C, D-B",Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Within,t statistic,"t(63) = 2.97, p = .004",0.37,64,NA,64,0.365506073,0.016694531,0.988095238,0.016299408
Carraro_2010,1,NA,expDB,Explicit,DB,"A-C, D-B",Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Within,t statistic,"t(62) = 3.34, p < .001",0.42,63,NA,63,0.414814815,0.017273016,0.987903226,0.016857648
Carraro_2010,1,NA,expDC,Explicit,DC,"A-C, D-B",Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,Between,F statistic,"bF(1, 126) = -0.05, p = .82, eta squared < .001",-0.04,64,64,128,-0.039761431,0.03125625,0.994047619,0.030885259
Carraro_2010,1,NA,impAB,Implicit,AB,NA,Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,NA,No response,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carraro_2010,1,NA,impAC,Implicit,AC,NA,Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,NA,No response,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carraro_2010,1,NA,impDB,Implicit,DB,NA,Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,NA,No response,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carraro_2010,1,NA,impDC,Implicit,DC,NA,Published,Students,Novel individuals,Statements,12,1,Social role information,Language,Simultaneous,Relational modifies co-occurrence,Counterbalanced,Affect Misattribution Procedure,Evaluative,NA,No response,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,expX,Explicit,X,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,expY,Explicit,Y,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,expZ,Explicit,Z,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,impX,Implicit,X,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,impY,Implicit,Y,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,High Athlete Involvement,impZ,Implicit,Z,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,expX,Explicit,X,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,expY,Explicit,Y,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,expZ,Explicit,Z,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,impX,Implicit,X,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,impY,Implicit,Y,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2016,1,Low Athlete Involvement,impZ,Implicit,Z,NA,Published,Students,Known products,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2018a,1,Feelings,expAB,Explicit,AB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.18, SD = 0.34, N = 48; M[2] = -0.05, SD = 0.45, N = 71",0.64,48,71,119,0.635888651,0.036638849,0.993589744,0.036170625
Chang_2018a,1,Feelings,expAC,Explicit,AC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.18, SD = 0.34, N = 48; M[3] = 0.12, SD = 0.39, N = 56",0.22,48,56,104,0.218378378,0.038923168,0.992647059,0.038352873
Chang_2018a,1,Feelings,expDB,Explicit,DB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.07, SD = 0.32, N = 32; M[2] = -0.05, SD = 0.45, N = 71",-0.11,32,71,103,-0.109181141,0.045393245,0.992574257,0.044721591
Chang_2018a,1,Feelings,expDC,Explicit,DC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.07, SD = 0.32, N = 32; M[3] = 0.12, SD = 0.39, N = 56",-0.53,32,56,88,-0.525364431,0.050703166,0.99127907,0.049822664
Chang_2018a,1,Feelings,impAB,Implicit,AB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.44, SD = 0.23, N = 48; M[2] = -0.14, SD = 0.31, N = 71",2.36,48,71,119,2.3448394,0.058319521,0.993589744,0.057574231
Chang_2018a,1,Feelings,impAC,Implicit,AC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.44, SD = 0.23, N = 48; M[3] = 0.41, SD = 0.19, N = 56",-0.24,48,56,104,-0.238230958,0.038967399,0.992647059,0.038396456
Chang_2018a,1,Feelings,impDB,Implicit,DB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.17, SD = 0.26, N = 32; M[2] = -0.14, SD = 0.31, N = 71",-0.2,32,71,103,-0.198511166,0.045528682,0.992574257,0.044855024
Chang_2018a,1,Feelings,impDC,Implicit,DC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.17, SD = 0.26, N = 32; M[3] = 0.41, SD = 0.19, N = 56",-2.81,32,56,88,-2.785422741,0.093971347,0.99127907,0.092339459
Chang_2018a,1,Logic,expAB,Explicit,AB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.43, SD = 0.31, N = 67; M[2] = 0.11, SD = 0.29, N = 33",1.01,67,33,100,1.002250639,0.050328903,0.992346939,0.049561511
Chang_2018a,1,Logic,expAC,Explicit,AC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.43, SD = 0.31, N = 67; M[3] = -0.18, SD = 0.27, N = 33",2.05,67,33,100,2.0342711,0.066240903,0.992346939,0.065230892
Chang_2018a,1,Logic,expDB,Explicit,DB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.64, SD = 0.41, N = 47; M[2] = 0.11, SD = 0.29, N = 33",-1.94,47,33,80,-1.921286174,0.075102126,0.990384615,0.073664798
Chang_2018a,1,Logic,expDC,Explicit,DC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.64, SD = 0.41, N = 47; M[3] = -0.18, SD = 0.27, N = 33",-0.89,47,33,80,-0.881414791,0.056530251,0.990384615,0.055448357
Chang_2018a,1,Logic,impAB,Implicit,AB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.19, SD = 0.12, N = 67; M[2] = -0.04, SD = 0.27, N = 33",1.73,67,33,100,1.716726343,0.060192903,0.992346939,0.059275109
Chang_2018a,1,Logic,impAC,Implicit,AC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[1] = 0.19, SD = 0.12, N = 67; M[3] = 0.12, SD = 0.21, N = 33",1.01,67,33,100,1.002250639,0.050328903,0.992346939,0.049561511
Chang_2018a,1,Logic,impDB,Implicit,DB,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.16, SD = 0.18, N = 47; M[2] = -0.04, SD = 0.27, N = 33",-0.74,47,33,80,-0.732861736,0.055002126,0.990384615,0.053949478
Chang_2018a,1,Logic,impDC,Implicit,DC,"A, B, C, D",Published,Nonstudents,Novel products,Images,43,1,Diagnosticity information,Language + Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,Between,Mean and SD,"M[4] = -0.16, SD = 0.18, N = 47; M[3] = 0.12, SD = 0.21, N = 33",-1.46,47,33,80,-1.445916399,0.064902126,0.990384615,0.063660009
Chang_2018b,1,High Involvement,expX,Explicit,X,NA,Published,Students,Known individuals,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2018b,1,High Involvement,expY,Explicit,Y,NA,Published,Students,Known individuals,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2018b,1,High Involvement,expZ,Explicit,Z,NA,Published,Students,Known individuals,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2018b,1,High Involvement,impX,Implicit,X,NA,Published,Students,Known individuals,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chang_2018b,1,High Involvement,impY,Implicit,Y,NA,Published,Students,Known individuals,Images,3,1,Diagnosticity information,Observation,Simultaneous,Relational modifies co-occurrence,Implicit first,Single-Category IAT,Evaluative,NA,Could not be computed,NA,NA,NA,NA,NA,NA,NA,NA,NA
